x;y
112;-115
112;-113
112;-110
112;-109
112;-107
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
112;-106
110;-106
108;-106
105;-106
103;-106
101;-106
101;-106
101;-106
101;-106
101;-106
101;-106
101;-106
101;-106
101;-106
101;-106
101;-105
101;-103
101;-99
100;-97
99;-95
94;-93
92;-93
90;-93
88;-93
83;-93
82;-93
80;-93
80;-93
80;-90
80;-85
80;-82
80;-76
80;-75
80;-75
78;-75
76;-75
74;-75
69;-75
67;-75
65;-75
65;-68
65;-63
65;-54
65;-44
65;-42
65;-42
64;-42
61;-42
59;-42
56;-42
54;-42
51;-42
48;-39
46;-37
46;-32
46;-27
46;-27
46;-27
46;-27
46;-27
46;-27
46;-27
43;-27
39;-27
37;-27
32;-27
30;-27
25;-27
21;-24
20;-22
20;-19
20;-16
20;-16
20;-16
15;-16
13;-16
8;-16
5;-16
1;-16
-5;-16
-8;-12
-15;-5
-15;-2
-15;5
-15;5
-17;5
-18;5
-23;8
-24;9
-29;13
-31;14
-36;19
-39;22
-40;27
-40;29
-40;30
-40;30
-40;30
-40;32
-40;38
-42;45
-44;48
-50;51
-52;51
-56;51
-59;51
-61;51
-64;51
-64;51
-64;55
-64;65
-64;69
-64;79
-64;80
-64;80
-64;80
-68;80
-73;80
-75;80
-78;80
-78;83
-78;84
-78;89
-78;91
-78;91
-78;91
-79;91
-82;91
-83;91
-86;91
-89;91
-92;91
-94;91
-97;91
-97;91
-97;91
-97;91
-97;91
-97;91
-97;91
-97;91
-98;91
-100;91
-103;91
-107;91
-108;91
-111;91
-113;91
-116;91
-117;91
-117;91
-117;91
-117;91
-117;91
-117;91
-117;94
-117;99
-117;107
-117;109
-117;109
-117;109
-117;109
-117;109
-117;109
-117;109
-117;109
-117;109
-117;112
-117;115
-117;120
-117;121
-117;121
-117;121
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
