time;x;y;fx;fy;;;;;;;;;;
63;120;-120;0;42;;;;;;;;;;
126;120;-120;0;42;;;;;;;;;;
189;120;-120;0;42;;;;;;;;;;
252;120;-120;0;42;;;;;;;;;;
315;120;-120;0;48;;;;;;;;;;
378;120;-120;0;48;;;;;;;;;;
441;120;-120;0;48;;;;;;;;;;
504;120;-120;0;48;;;;;;;;;;
567;120;-120;0;48;;;;;;;;;;
630;120;-120;0;44;;;;;;;;;;
693;120;-120;0;44;;;;;;;;;;
756;120;-120;0;44;;;;;;;;;;
819;120;-120;0;44;;;;;;;;;;
882;120;-120;0;44;;;;;;;;;;
945;120;-120;0;33;;;;;;;;;;
1008;120;-120;0;33;;;;;;;;;;
1071;120;-120;0;33;;;;;;;;;;
1134;120;-120;0;33;;;;;;;;;;
1197;120;-120;0;33;;;;;;;;;;
1260;120;-118;0;159;;;;;;;;;;
1323;120;-115;0;159;;;;;;;;;;
1386;120;-113;0;159;;;;;;;;;;
1449;120;-108;0;159;;;;;;;;;;
1512;120;-105;0;159;;;;;;;;;;
1575;120;-102;0;258;;;;;;;;;;
1638;120;-97;0;258;;;;;;;;;;
1701;120;-87;0;258;;;;;;;;;;
1764;120;-83;0;258;;;;;;;;;;
1827;120;-78;0;258;;;;;;;;;;
1890;120;-74;0;167;;;;;;;;;;
1953;120;-69;0;167;;;;;;;;;;
2016;120;-67;0;167;;;;;;;;;;
2079;120;-64;0;167;;;;;;;;;;
2142;120;-62;0;167;;;;;;;;;;
2205;120;-56;0;196;;;;;;;;;;
2268;120;-52;0;196;;;;;;;;;;
2331;120;-49;0;196;;;;;;;;;;
2394;120;-43;0;196;;;;;;;;;;
2457;120;-39;0;180;;;;;;;;;;
2520;120;-37;0;180;;;;;;;;;;
2583;120;-34;0;180;;;;;;;;;;
2646;120;-32;0;180;;;;;;;;;;
2709;120;-27;0;180;;;;;;;;;;
2772;120;-24;0;174;;;;;;;;;;
2835;120;-22;0;174;;;;;;;;;;
2898;120;-19;0;174;;;;;;;;;;
2961;120;-14;0;174;;;;;;;;;;
3024;120;-11;0;174;;;;;;;;;;
3087;120;-9;0;174;;;;;;;;;;
3150;120;-6;0;165;;;;;;;;;;
3213;120;-1;0;165;;;;;;;;;;
3276;120;0;0;165;;;;;;;;;;
3339;120;3;0;165;;;;;;;;;;
3402;120;5;0;165;;;;;;;;;;
3465;120;9;0;142;;;;;;;;;;
3528;120;11;0;142;;;;;;;;;;
3591;120;13;0;142;;;;;;;;;;
3654;120;15;0;142;;;;;;;;;;
3717;120;19;0;140;;;;;;;;;;
3780;120;21;0;140;;;;;;;;;;
3843;120;23;0;140;;;;;;;;;;
3906;120;25;0;140;;;;;;;;;;
3969;120;29;0;140;;;;;;;;;;
4032;120;31;0;118;;;;;;;;;;
4095;120;33;0;118;;;;;;;;;;
4158;120;34;0;118;;;;;;;;;;
4221;120;37;0;118;;;;;;;;;;
4284;120;38;0;118;;;;;;;;;;
4347;120;40;0;104;;;;;;;;;;
4410;120;40;0;104;;;;;;;;;;
4473;120;40;0;104;;;;;;;;;;
4536;120;40;0;104;;;;;;;;;;
4599;120;40;0;104;;;;;;;;;;
4662;120;40;0;140;;;;;;;;;;
4725;120;44;0;140;;;;;;;;;;
4788;120;46;0;140;;;;;;;;;;
4851;120;48;0;140;;;;;;;;;;
4914;120;50;0;140;;;;;;;;;;
4977;120;54;0;146;;;;;;;;;;
5040;120;56;0;146;;;;;;;;;;
5103;120;58;0;146;;;;;;;;;;
5166;120;60;0;146;;;;;;;;;;
5229;120;64;0;146;;;;;;;;;;
5292;120;64;0;54;;;;;;;;;;
5355;120;64;0;54;;;;;;;;;;
5418;120;64;0;54;;;;;;;;;;
5481;120;64;0;54;;;;;;;;;;
5544;120;64;0;54;;;;;;;;;;
5607;120;66;0;122;;;;;;;;;;
5670;120;69;0;122;;;;;;;;;;
5733;120;71;0;122;;;;;;;;;;
5796;120;72;0;122;;;;;;;;;;
5859;120;74;0;122;;;;;;;;;;
5922;120;75;0;109;;;;;;;;;;
5985;120;75;0;109;;;;;;;;;;
6048;120;75;0;109;;;;;;;;;;
6111;120;75;0;109;;;;;;;;;;
6174;120;75;0;109;;;;;;;;;;
6237;120;75;0;89;;;;;;;;;;
6300;120;75;0;89;;;;;;;;;;
6363;120;75;0;89;;;;;;;;;;
6426;120;75;0;89;;;;;;;;;;
6489;120;76;0;202;;;;;;;;;;
6552;120;79;0;202;;;;;;;;;;
6615;120;82;0;202;;;;;;;;;;
6678;120;86;0;202;;;;;;;;;;
6741;120;92;0;202;;;;;;;;;;
6804;120;94;0;95;;;;;;;;;;
6867;120;94;0;95;;;;;;;;;;
6930;120;94;0;95;;;;;;;;;;
6993;120;94;0;95;;;;;;;;;;
7056;120;94;0;95;;;;;;;;;;
7119;120;94;0;65;;;;;;;;;;
7182;120;94;0;65;;;;;;;;;;
7245;120;94;0;65;;;;;;;;;;
7308;120;94;0;65;;;;;;;;;;
7371;120;94;0;65;;;;;;;;;;
7434;120;94;0;65;;;;;;;;;;
7497;120;99;0;169;;;;;;;;;;
7560;120;102;0;169;;;;;;;;;;
7623;120;105;0;169;;;;;;;;;;
7686;120;107;0;169;;;;;;;;;;
7749;120;110;0;0;;;;;;;;;;
7812;120;110;0;0;;;;;;;;;;
7875;120;110;0;0;;;;;;;;;;
7938;120;110;0;0;;;;;;;;;;
8001;120;110;0;0;;;;;;;;;;
8064;120;110;0;0;;;;;;;;;;
8127;120;110;0;0;;;;;;;;;;
8190;120;110;0;0;;;;;;;;;;
8253;120;110;0;0;;;;;;;;;;
8316;120;110;0;0;;;;;;;;;;
8379;120;110;0;0;;;;;;;;;;
8442;120;110;0;93;;;;;;;;;;
8505;120;110;0;93;;;;;;;;;;
8568;120;110;0;93;;;;;;;;;;
8631;120;110;0;93;;;;;;;;;;
8694;120;110;0;93;;;;;;;;;;
8757;120;110;0;98;;;;;;;;;;
8820;120;110;0;98;;;;;;;;;;
8883;120;110;0;98;;;;;;;;;;
8946;120;110;0;98;;;;;;;;;;
9009;120;110;0;131;;;;;;;;;;
9072;120;112;0;131;;;;;;;;;;
9135;120;114;0;131;;;;;;;;;;
9198;120;115;0;131;;;;;;;;;;
9261;120;119;0;131;;;;;;;;;;
9324;120;121;0;67;;;;;;;;;;
9387;120;121;0;67;;;;;;;;;;
9450;120;121;0;67;;;;;;;;;;
9513;120;121;0;67;;;;;;;;;;
9576;120;121;0;67;;;;;;;;;;
9639;120;121;0;67;;;;;;;;;;
9702;120;121;0;0;;;;;;;;;;
9765;120;121;0;0;;;;;;;;;;
9828;120;121;0;0;;;;;;;;;;
9891;120;121;0;0;;;;;;;;;;
9954;120;121;0;0;;;;;;;;;;
10017;120;121;0;0;;;;;;;;;;
10080;120;121;0;0;;;;;;;;;;
10143;120;121;0;0;;;;;;;;;;
10206;120;121;0;0;;;;;;;;;;
10269;120;121;0;58;;;;;;;;;;
10332;120;121;0;58;;;;;;;;;;
10395;120;121;0;58;;;;;;;;;;
10458;120;121;0;58;;;;;;;;;;
10521;120;121;0;58;;;;;;;;;;
10584;120;121;0;37;;;;;;;;;;
10647;120;121;0;37;;;;;;;;;;
10710;120;121;0;37;;;;;;;;;;
10773;120;121;0;37;;;;;;;;;;
10836;120;121;0;37;;;;;;;;;;
