x;y
108;-117
108;-116
108;-113
108;-111
108;-106
108;-103
108;-101
105;-97
102;-95
100;-93
97;-91
92;-89
88;-89
84;-89
81;-89
73;-89
69;-89
69;-89
69;-89
69;-89
69;-89
69;-89
69;-89
69;-89
69;-89
69;-89
69;-89
66;-89
64;-89
62;-89
60;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-89
57;-87
57;-84
57;-83
57;-82
57;-80
57;-77
57;-76
57;-74
57;-73
56;-71
54;-71
52;-71
49;-71
47;-71
47;-71
47;-71
47;-71
47;-71
47;-71
47;-70
47;-66
47;-64
47;-62
47;-60
47;-55
47;-53
47;-50
47;-48
47;-45
47;-41
47;-41
47;-41
47;-41
47;-41
47;-41
47;-41
47;-41
47;-41
47;-41
45;-41
41;-37
40;-35
38;-32
36;-30
35;-28
35;-28
35;-28
35;-28
35;-28
35;-28
35;-28
35;-28
35;-28
35;-28
33;-26
29;-21
27;-19
24;-16
22;-14
20;-12
17;-10
12;-7
10;-5
6;-2
6;-2
6;-2
6;-2
6;-2
6;-2
3;-2
1;-2
-1;-2
-3;-2
-8;-2
-10;0
-13;2
-18;6
-20;9
-23;11
-23;12
-23;12
-23;12
-23;12
-23;12
-24;12
-27;12
-29;12
-32;12
-34;13
-36;16
-38;18
-42;23
-44;26
-47;27
-48;27
-48;27
-48;27
-48;27
-48;28
-48;32
-48;34
-48;36
-48;38
-48;40
-48;45
-48;47
-48;50
-48;55
-48;55
-48;55
-48;55
-48;55
-48;55
-48;55
-49;55
-51;55
-53;55
-56;55
-58;56
-60;58
-63;63
-65;65
-66;67
-68;68
-69;68
-69;68
-69;68
-69;68
-69;68
-69;68
-69;68
-69;68
-69;69
-69;71
-71;74
-74;79
-76;81
-78;84
-79;85
-83;89
-84;90
-86;92
-88;94
-89;94
-91;94
-94;94
-96;94
-97;94
-100;94
-102;94
-103;94
-106;94
-108;95
-108;98
-108;100
-108;105
-108;108
-108;109
-108;109
-108;109
-108;109
-108;109
-108;109
-110;109
-112;109
-113;109
-115;109
-116;109
-119;114
-121;117
-123;119
-126;123
-127;123
