x;y
-117;121
-116;121
-114;121
-108;121
-104;121
-97;121
-94;121
-87;121
-84;121
-80;121
-74;121
-71;121
-61;121
-54;121
-51;121
-42;121
-39;121
-34;121
-32;121
-27;121
-25;121
-20;121
-16;121
-10;121
-4;121
2;121
5;121
12;121
15;121
24;121
28;121
35;121
37;121
43;121
47;121
51;121
59;121
64;121
70;121
74;121
79;121
82;121
86;121
90;121
95;121
98;121
102;121
105;121
105;121
105;121
105;121
105;121
105;121
110;121
117;121
120;121
120;121
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
