time;x;y;fx;fy;;;;;;;;;;
63;120;-120;0;0;;;;;;;;;;
126;120;-120;0;0;;;;;;;;;;
189;120;-120;0;0;;;;;;;;;;
252;120;-120;0;0;;;;;;;;;;
315;120;-120;0;0;;;;;;;;;;
378;120;-120;0;0;;;;;;;;;;
441;120;-120;0;0;;;;;;;;;;
504;120;-120;0;0;;;;;;;;;;
567;120;-120;0;0;;;;;;;;;;
630;120;-120;0;0;;;;;;;;;;
693;120;-120;0;0;;;;;;;;;;
756;120;-120;0;0;;;;;;;;;;
819;120;-120;0;0;;;;;;;;;;
882;120;-120;0;50;;;;;;;;;;
945;120;-120;0;50;;;;;;;;;;
1008;120;-120;0;50;;;;;;;;;;
1071;120;-120;0;50;;;;;;;;;;
1134;120;-120;0;50;;;;;;;;;;
1197;120;-119;0;123;;;;;;;;;;
1260;120;-116;0;123;;;;;;;;;;
1323;120;-114;0;123;;;;;;;;;;
1386;120;-112;0;123;;;;;;;;;;
1449;120;-111;0;123;;;;;;;;;;
1512;120;-107;0;156;;;;;;;;;;
1575;120;-105;0;156;;;;;;;;;;
1638;120;-102;0;156;;;;;;;;;;
1701;120;-100;0;156;;;;;;;;;;
1764;120;-96;0;159;;;;;;;;;;
1827;120;-94;0;159;;;;;;;;;;
1890;120;-91;0;159;;;;;;;;;;
1953;120;-89;0;159;;;;;;;;;;
2016;120;-84;0;159;;;;;;;;;;
2079;120;-81;0;159;;;;;;;;;;
2142;120;-79;0;146;;;;;;;;;;
2205;120;-77;0;146;;;;;;;;;;
2268;120;-73;0;146;;;;;;;;;;
2331;120;-71;0;146;;;;;;;;;;
2394;120;-69;0;146;;;;;;;;;;
2457;120;-67;0;144;;;;;;;;;;
2520;120;-63;0;144;;;;;;;;;;
2583;120;-61;0;144;;;;;;;;;;
2646;120;-59;0;144;;;;;;;;;;
2709;120;-57;0;144;;;;;;;;;;
2772;120;-52;0;159;;;;;;;;;;
2835;120;-49;0;159;;;;;;;;;;
2898;120;-47;0;159;;;;;;;;;;
2961;120;-44;0;159;;;;;;;;;;
3024;120;-39;0;171;;;;;;;;;;
3087;120;-37;0;171;;;;;;;;;;
3150;120;-34;0;171;;;;;;;;;;
3213;120;-32;0;171;;;;;;;;;;
3276;120;-27;0;171;;;;;;;;;;
3339;120;-25;0;152;;;;;;;;;;
3402;120;-23;0;152;;;;;;;;;;
3465;120;-20;0;152;;;;;;;;;;
3528;120;-16;0;152;;;;;;;;;;
3591;120;-14;0;152;;;;;;;;;;
3654;120;-12;0;164;;;;;;;;;;
3717;120;-10;0;164;;;;;;;;;;
3780;120;-5;0;164;;;;;;;;;;
3843;120;-2;0;164;;;;;;;;;;
3906;120;0;0;164;;;;;;;;;;
3969;120;2;0;172;;;;;;;;;;
4032;120;7;0;172;;;;;;;;;;
4095;120;9;0;172;;;;;;;;;;
4158;120;12;0;172;;;;;;;;;;
4221;120;14;0;172;;;;;;;;;;
4284;120;19;0;130;;;;;;;;;;
4347;120;20;0;130;;;;;;;;;;
4410;120;22;0;130;;;;;;;;;;
4473;120;24;0;130;;;;;;;;;;
4536;120;27;0;130;;;;;;;;;;
4599;120;29;0;137;;;;;;;;;;
4662;120;31;0;137;;;;;;;;;;
4725;120;33;0;137;;;;;;;;;;
4788;120;37;0;137;;;;;;;;;;
4851;120;39;0;137;;;;;;;;;;
4914;120;41;0;149;;;;;;;;;;
4977;120;43;0;149;;;;;;;;;;
5040;120;47;0;149;;;;;;;;;;
5103;120;49;0;149;;;;;;;;;;
5166;120;51;0;149;;;;;;;;;;
5229;120;53;0;137;;;;;;;;;;
5292;120;57;0;137;;;;;;;;;;
5355;120;59;0;137;;;;;;;;;;
5418;120;61;0;137;;;;;;;;;;
5481;120;63;0;137;;;;;;;;;;
5544;120;67;0;154;;;;;;;;;;
5607;120;69;0;154;;;;;;;;;;
5670;120;72;0;154;;;;;;;;;;
5733;120;74;0;154;;;;;;;;;;
5796;120;78;0;152;;;;;;;;;;
5859;120;80;0;152;;;;;;;;;;
5922;120;82;0;152;;;;;;;;;;
5985;120;84;0;152;;;;;;;;;;
6048;120;88;0;152;;;;;;;;;;
6111;120;90;0;131;;;;;;;;;;
6174;120;92;0;131;;;;;;;;;;
6237;120;94;0;131;;;;;;;;;;
6300;120;97;0;131;;;;;;;;;;
6363;120;99;0;131;;;;;;;;;;
6426;120;100;0;116;;;;;;;;;;
6489;120;102;0;116;;;;;;;;;;
6552;120;105;0;116;;;;;;;;;;
6615;120;106;0;116;;;;;;;;;;
6678;120;108;0;116;;;;;;;;;;
6741;120;110;0;77;;;;;;;;;;
6804;120;110;0;77;;;;;;;;;;
6867;120;110;0;77;;;;;;;;;;
6930;120;110;0;77;;;;;;;;;;
6993;120;110;0;77;;;;;;;;;;
7056;120;110;0;55;;;;;;;;;;
7119;120;110;0;55;;;;;;;;;;
7182;120;110;0;55;;;;;;;;;;
7245;120;110;0;55;;;;;;;;;;
7308;120;110;0;55;;;;;;;;;;
7371;120;111;0;160;;;;;;;;;;
7434;120;113;0;160;;;;;;;;;;
7497;120;116;0;160;;;;;;;;;;
7560;120;121;0;160;;;;;;;;;;
7623;120;123;0;160;;;;;;;;;;
7686;120;125;0;35;;;;;;;;;;
7749;120;125;0;35;;;;;;;;;;
7812;120;125;0;35;;;;;;;;;;
7875;120;125;0;35;;;;;;;;;;
7938;120;125;0;35;;;;;;;;;;
8001;120;125;0;0;;;;;;;;;;
8064;120;122;0;-164;;;;;;;;;;
8127;120;119;0;-164;;;;;;;;;;
8190;120;117;0;-164;;;;;;;;;;
8253;120;114;0;-164;;;;;;;;;;
8316;120;110;0;-54;;;;;;;;;;
8379;120;110;0;-54;;;;;;;;;;
8442;120;110;0;-54;;;;;;;;;;
8505;120;110;0;-54;;;;;;;;;;
8568;120;110;0;-54;;;;;;;;;;
8631;120;110;0;0;;;;;;;;;;
8694;120;110;0;0;;;;;;;;;;
8757;120;110;0;0;;;;;;;;;;
8820;120;110;0;0;;;;;;;;;;
8883;120;110;0;0;;;;;;;;;;
8946;120;110;0;60;;;;;;;;;;
9009;120;110;0;60;;;;;;;;;;
9072;120;110;0;60;;;;;;;;;;
9135;120;110;0;60;;;;;;;;;;
9198;120;110;0;60;;;;;;;;;;
9261;120;110;0;57;;;;;;;;;;
9324;120;110;0;57;;;;;;;;;;
9387;120;110;0;57;;;;;;;;;;
9450;120;110;0;57;;;;;;;;;;
9513;120;110;0;0;;;;;;;;;;
9576;120;110;0;0;;;;;;;;;;
9639;120;110;0;0;;;;;;;;;;
9702;120;110;0;0;;;;;;;;;;
9765;120;110;-46;0;;;;;;;;;;
9828;120;110;-46;0;;;;;;;;;;
9891;120;110;-46;0;;;;;;;;;;
9954;120;110;-46;0;;;;;;;;;;
10017;120;110;-46;0;;;;;;;;;;
10080;120;110;-60;0;;;;;;;;;;
10143;120;110;-60;0;;;;;;;;;;
10206;120;110;-60;0;;;;;;;;;;
10269;120;110;-60;0;;;;;;;;;;
10332;120;110;-60;0;;;;;;;;;;
10395;120;110;-37;0;;;;;;;;;;
10458;120;110;-37;0;;;;;;;;;;
10521;120;110;-37;0;;;;;;;;;;
10584;120;110;-37;0;;;;;;;;;;
10647;120;110;-37;0;;;;;;;;;;
10710;120;110;-31;0;;;;;;;;;;
10773;120;110;-31;0;;;;;;;;;;
10836;120;110;-31;0;;;;;;;;;;
10899;120;110;-31;0;;;;;;;;;;
10962;120;110;-31;0;;;;;;;;;;
11025;120;110;0;0;;;;;;;;;;
11088;120;111;0;155;;;;;;;;;;
11151;120;113;0;155;;;;;;;;;;
11214;120;115;0;155;;;;;;;;;;
11277;120;120;0;155;;;;;;;;;;
11340;120;122;0;155;;;;;;;;;;
11403;120;122;0;102;;;;;;;;;;
11466;120;122;0;102;;;;;;;;;;
11529;120;122;0;102;;;;;;;;;;
11592;120;122;0;102;;;;;;;;;;
11655;120;122;-31;102;;;;;;;;;;
11718;120;122;-31;0;;;;;;;;;;
11781;120;122;-31;-61;;;;;;;;;;
11844;120;122;-31;-61;;;;;;;;;;
11907;120;122;-31;-61;;;;;;;;;;
11970;120;122;-83;-61;;;;;;;;;;
12033;120;122;-83;-42;;;;;;;;;;
12096;120;122;-83;-42;;;;;;;;;;
12159;120;122;-83;-42;;;;;;;;;;
12222;120;122;-83;-42;;;;;;;;;;
12285;116;122;-179;-42;;;;;;;;;;
12348;113;122;-179;-91;;;;;;;;;;
12411;110;122;-179;-91;;;;;;;;;;
12474;107;122;-179;-91;;;;;;;;;;
12537;101;122;-225;-91;;;;;;;;;;
12600;98;122;-225;-91;;;;;;;;;;
12663;94;122;-225;-63;;;;;;;;;;
12726;90;122;-225;-63;;;;;;;;;;
12789;83;122;-225;-63;;;;;;;;;;
12852;79;122;-212;-63;;;;;;;;;;
12915;75;122;-212;-63;;;;;;;;;;
12978;71;122;-212;-84;;;;;;;;;;
13041;64;122;-212;-84;;;;;;;;;;
13104;60;122;-212;-84;;;;;;;;;;
13167;56;122;-212;-84;;;;;;;;;;
13230;53;122;-221;-84;;;;;;;;;;
13293;45;122;-221;-93;;;;;;;;;;
13356;41;122;-221;-93;;;;;;;;;;
13419;38;122;-221;-93;;;;;;;;;;
13482;34;122;-221;-93;;;;;;;;;;
13545;26;122;-231;-93;;;;;;;;;;
13608;23;122;-231;-105;;;;;;;;;;
13671;19;122;-231;-105;;;;;;;;;;
13734;15;122;-231;-105;;;;;;;;;;
13797;8;122;-231;-105;;;;;;;;;;
13860;4;122;-235;-105;;;;;;;;;;
13923;0;122;-235;-110;;;;;;;;;;
13986;-3;122;-235;-110;;;;;;;;;;
14049;-10;122;-235;-110;;;;;;;;;;
14112;-14;122;-235;-110;;;;;;;;;;
14175;-18;122;-225;-110;;;;;;;;;;
14238;-22;122;-225;-110;;;;;;;;;;
14301;-29;122;-225;-110;;;;;;;;;;
14364;-33;122;-225;-110;;;;;;;;;;
14427;-37;122;-225;-110;;;;;;;;;;
14490;-40;122;-234;-110;;;;;;;;;;
14553;-48;122;-234;-105;;;;;;;;;;
14616;-52;122;-234;-105;;;;;;;;;;
14679;-55;122;-234;-105;;;;;;;;;;
14742;-59;122;-234;-105;;;;;;;;;;
14805;-67;122;-229;-122;;;;;;;;;;
14868;-70;121;-229;-122;;;;;;;;;;
14931;-73;119;-229;-122;;;;;;;;;;
14994;-77;117;-229;-122;;;;;;;;;;
15057;-83;114;-227;-122;;;;;;;;;;
15120;-87;112;-227;-60;;;;;;;;;;
15183;-91;112;-227;-60;;;;;;;;;;
15246;-94;112;-227;-60;;;;;;;;;;
15309;-102;112;-227;-60;;;;;;;;;;
15372;-106;112;-227;-60;;;;;;;;;;
15435;-109;112;-191;-60;;;;;;;;;;
15498;-112;112;-191;-30;;;;;;;;;;
15561;-117;112;-191;-30;;;;;;;;;;
15624;-120;112;-191;-30;;;;;;;;;;
15687;-123;112;-191;-30;;;;;;;;;;
15750;-124;112;-108;-30;;;;;;;;;;
15813;-124;112;-108;0;;;;;;;;;;
15876;-124;112;-108;0;;;;;;;;;;
15939;-124;112;-108;0;;;;;;;;;;
16002;-124;112;-108;0;;;;;;;;;;
16065;-124;112;-29;0;;;;;;;;;;
16128;-124;112;-29;0;;;;;;;;;;
16191;-124;112;-29;0;;;;;;;;;;
16254;-124;112;-29;0;;;;;;;;;;
16317;-124;112;-29;0;;;;;;;;;;
16380;-124;112;-28;0;;;;;;;;;;
16443;-124;112;-28;0;;;;;;;;;;
16506;-124;112;-28;0;;;;;;;;;;
16569;-124;112;-28;0;;;;;;;;;;
16632;-124;112;-28;0;;;;;;;;;;
16695;-124;112;-26;0;;;;;;;;;;
16758;-124;112;-26;0;;;;;;;;;;
16821;-124;112;-26;0;;;;;;;;;;
16884;-124;112;-26;0;;;;;;;;;;
16947;-124;112;-26;0;;;;;;;;;;
17010;-124;112;0;0;;;;;;;;;;
17073;-124;110;0;-127;;;;;;;;;;
17136;-124;109;0;-127;;;;;;;;;;
17199;-124;107;0;-127;;;;;;;;;;
17262;-124;105;0;-127;;;;;;;;;;
17325;-124;102;0;-190;;;;;;;;;;
17388;-124;99;0;-190;;;;;;;;;;
17451;-124;96;0;-190;;;;;;;;;;
17514;-124;93;0;-190;;;;;;;;;;
17577;-124;88;0;-190;;;;;;;;;;
17640;-124;85;-35;-190;;;;;;;;;;
17703;-124;85;-35;-97;;;;;;;;;;
17766;-124;85;-35;-97;;;;;;;;;;
17829;-124;85;-35;-97;;;;;;;;;;
17892;-124;85;-35;-97;;;;;;;;;;
17955;-124;85;-28;-97;;;;;;;;;;
18018;-124;83;-28;-167;;;;;;;;;;
18081;-124;78;-28;-167;;;;;;;;;;
18144;-124;75;-28;-167;;;;;;;;;;
18207;-124;73;-28;-167;;;;;;;;;;
18270;-124;68;-31;-184;;;;;;;;;;
18333;-124;65;-31;-184;;;;;;;;;;
18396;-124;63;-31;-184;;;;;;;;;;
18459;-124;60;-31;-184;;;;;;;;;;
18522;-124;58;-31;-184;;;;;;;;;;
18585;-124;53;-30;-137;;;;;;;;;;
18648;-124;51;-30;-137;;;;;;;;;;
18711;-124;49;-30;-137;;;;;;;;;;
18774;-124;45;-30;-137;;;;;;;;;;
18837;-124;43;-26;-137;;;;;;;;;;
18900;-124;41;-26;-148;;;;;;;;;;
18963;-124;39;-26;-148;;;;;;;;;;
19026;-124;35;-26;-148;;;;;;;;;;
19089;-124;33;-26;-148;;;;;;;;;;
19152;-124;31;0;-148;;;;;;;;;;
19215;-124;26;0;-177;;;;;;;;;;
19278;-124;24;0;-177;;;;;;;;;;
19341;-124;21;0;-177;;;;;;;;;;
19404;-124;18;0;-177;;;;;;;;;;
19467;-124;13;0;-186;;;;;;;;;;
19530;-124;11;0;-186;;;;;;;;;;
19593;-124;8;0;-186;;;;;;;;;;
19656;-124;6;0;-186;;;;;;;;;;
19719;-124;1;0;-186;;;;;;;;;;
19782;-124;-1;0;-186;;;;;;;;;;
19845;-124;-4;0;-190;;;;;;;;;;
19908;-124;-6;0;-190;;;;;;;;;;
19971;-124;-9;0;-190;;;;;;;;;;
20034;-124;-12;0;-190;;;;;;;;;;
20097;-124;-17;0;-190;;;;;;;;;;
20160;-124;-20;0;-182;;;;;;;;;;
20223;-124;-23;0;-182;;;;;;;;;;
20286;-124;-28;0;-182;;;;;;;;;;
20349;-124;-30;0;-182;;;;;;;;;;
20412;-124;-33;0;-182;;;;;;;;;;
20475;-124;-35;0;-165;;;;;;;;;;
20538;-124;-40;0;-165;;;;;;;;;;
20601;-124;-43;0;-165;;;;;;;;;;
20664;-124;-45;0;-165;;;;;;;;;;
20727;-124;-50;0;-153;;;;;;;;;;
20790;-124;-52;0;-153;;;;;;;;;;
20853;-124;-54;0;-153;;;;;;;;;;
20916;-124;-56;0;-153;;;;;;;;;;
20979;-124;-61;0;-153;;;;;;;;;;
21042;-124;-63;0;-139;;;;;;;;;;
21105;-124;-65;0;-139;;;;;;;;;;
21168;-124;-67;0;-139;;;;;;;;;;
21231;-124;-69;0;-139;;;;;;;;;;
21294;-124;-72;0;-139;;;;;;;;;;
21357;-124;-74;0;-121;;;;;;;;;;
21420;-124;-76;0;-121;;;;;;;;;;
21483;-124;-79;0;-121;;;;;;;;;;
21546;-124;-81;0;-121;;;;;;;;;;
21609;-124;-83;0;-121;;;;;;;;;;
21672;-124;-85;0;-103;;;;;;;;;;
21735;-124;-85;0;-103;;;;;;;;;;
21798;-124;-85;0;-103;;;;;;;;;;
21861;-124;-85;0;-103;;;;;;;;;;
21924;-124;-85;0;-103;;;;;;;;;;
21987;-124;-85;0;-103;;;;;;;;;;
22050;-124;-88;0;-138;;;;;;;;;;
22113;-124;-90;0;-138;;;;;;;;;;
