x;y
120;118
120;116
120;115
120;113
120;111
120;108
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;109
120;111
120;113
120;117
120;119
120;120
120;120
120;120
120;120
120;120
120;120
120;120
120;120
120;120
120;120
120;120
120;120
119;120
117;120
114;120
112;120
111;120
109;120
106;120
104;120
102;120
100;120
99;118
99;115
99;113
99;110
99;105
99;103
99;101
99;99
99;96
99;94
99;92
99;91
99;91
99;91
99;91
98;91
95;91
94;91
92;91
91;91
89;91
89;91
89;91
89;91
89;91
89;91
89;87
89;84
89;77
89;74
89;71
89;71
89;71
89;71
89;71
88;71
84;68
83;66
81;64
79;63
76;61
75;61
73;61
72;61
68;61
66;60
64;58
62;57
58;54
56;52
54;51
51;51
47;51
44;51
42;51
40;51
36;48
34;46
32;45
29;43
25;40
24;38
22;36
21;34
18;30
16;28
14;28
12;28
7;28
5;28
2;28
0;26
-3;22
-5;20
-7;18
-10;14
-10;14
-10;10
-10;8
-10;5
-10;1
-12;0
-13;-2
-17;-6
-18;-8
-20;-10
-22;-12
-26;-15
-28;-17
-30;-18
-32;-20
-35;-20
-36;-20
-38;-20
-39;-20
-41;-22
-41;-25
-41;-27
-41;-30
-41;-35
-41;-37
-41;-38
-41;-40
-41;-42
-41;-45
-42;-47
-45;-48
-49;-51
-51;-53
-53;-54
-55;-56
-59;-59
-61;-61
-63;-63
-65;-65
-67;-65
-70;-65
-71;-65
-73;-65
-74;-65
-75;-68
-75;-70
-75;-71
-75;-73
-75;-76
-75;-76
-75;-76
-75;-76
-75;-76
-75;-76
-78;-76
-82;-76
-84;-76
-87;-76
-89;-76
-91;-78
-94;-82
-96;-85
-98;-87
-99;-89
-100;-92
-100;-94
-100;-96
-100;-97
-100;-99
-100;-99
-100;-99
-100;-99
-100;-99
-101;-99
-102;-99
-104;-99
-107;-99
-109;-99
-110;-102
-110;-102
-110;-107
-110;-109
-110;-111
-110;-112
-110;-112
-110;-112
-110;-112
-110;-112
-110;-112
-110;-112
-110;-112
-110;-112
-110;-112
-112;-112
-113;-112
-117;-112
-118;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-112
-120;-114
-120;-115
-120;-119
-120;-121
-120;-122
-120;-123
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
