x;y
136;118
134;118
131;118
127;118
124;118
122;118
117;118
115;118
113;118
110;118
108;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;118
107;116
107;115
107;113
107;112
107;110
107;109
107;109
107;109
107;109
107;109
107;107
107;105
107;103
107;99
107;96
107;96
107;96
107;96
107;96
107;96
106;94
104;92
102;91
99;89
95;87
93;87
91;87
88;87
86;87
84;87
79;87
76;87
74;87
72;87
71;86
70;84
70;79
70;76
70;74
70;72
70;72
70;72
70;72
70;72
69;70
67;68
65;66
63;64
59;60
57;60
57;60
57;60
57;60
57;60
57;58
57;54
57;52
57;50
57;48
57;48
55;48
53;48
52;48
50;48
49;47
45;44
43;43
40;40
38;39
37;39
35;39
35;39
35;39
35;38
35;35
35;33
33;30
29;25
27;23
25;21
23;20
19;17
17;15
15;14
13;12
10;9
8;7
6;5
3;2
1;0
0;-1
-1;-2
-5;-6
-7;-7
-8;-9
-10;-10
-12;-12
-15;-15
-17;-16
-19;-16
-22;-16
-24;-16
-26;-16
-29;-18
-31;-20
-33;-22
-35;-24
-39;-28
-41;-30
-42;-31
-42;-33
-42;-36
-42;-37
-42;-39
-42;-41
-46;-44
-48;-46
-49;-47
-51;-48
-54;-48
-56;-48
-58;-48
-59;-48
-63;-51
-63;-52
-63;-54
-63;-56
-63;-58
-63;-58
-63;-58
-63;-58
-63;-58
-63;-59
-63;-60
-63;-62
-63;-65
-63;-66
-63;-67
-63;-67
-63;-67
-63;-67
-63;-67
-63;-67
-63;-67
-63;-67
-63;-67
-63;-67
-63;-69
-63;-71
-63;-72
-63;-74
-63;-77
-63;-77
-63;-77
-63;-77
-65;-77
-68;-77
-70;-77
-72;-77
-73;-77
-78;-77
-80;-77
-83;-77
-87;-77
-88;-77
-88;-77
-88;-77
-88;-80
-88;-82
-88;-83
-88;-85
-88;-88
-88;-88
-88;-88
-90;-88
-92;-88
-93;-88
-95;-88
-97;-88
-97;-88
-97;-88
-97;-90
-97;-94
-97;-96
-97;-98
-97;-100
-97;-100
-97;-100
-99;-100
-103;-100
-104;-100
-106;-100
-108;-100
-111;-100
-113;-100
-115;-101
-116;-102
-118;-107
-118;-108
-118;-109
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
