time;x;y;fx;fy;;;;;;;;;;
63;120;-120;0;0;;;;;;;;;;
126;120;-120;0;0;;;;;;;;;;
189;120;-120;0;0;;;;;;;;;;
252;120;-120;0;0;;;;;;;;;;
315;120;-120;0;0;;;;;;;;;;
378;120;-120;0;0;;;;;;;;;;
441;120;-120;0;0;;;;;;;;;;
504;120;-120;0;0;;;;;;;;;;
567;120;-120;0;0;;;;;;;;;;
630;120;-120;0;0;;;;;;;;;;
693;120;-120;0;0;;;;;;;;;;
756;120;-120;0;0;;;;;;;;;;
819;120;-120;0;0;;;;;;;;;;
882;120;-120;0;0;;;;;;;;;;
945;120;-120;0;0;;;;;;;;;;
1008;120;-120;0;0;;;;;;;;;;
1071;120;-120;0;34;;;;;;;;;;
1134;120;-120;0;34;;;;;;;;;;
1197;120;-120;0;34;;;;;;;;;;
1260;120;-120;0;34;;;;;;;;;;
1323;120;-120;0;34;;;;;;;;;;
1386;120;-118;0;116;;;;;;;;;;
1449;120;-116;0;116;;;;;;;;;;
1512;120;-115;0;116;;;;;;;;;;
1575;120;-113;0;116;;;;;;;;;;
1638;120;-110;0;175;;;;;;;;;;
1701;120;-108;0;175;;;;;;;;;;
1764;120;-105;0;175;;;;;;;;;;
1827;120;-103;0;175;;;;;;;;;;
1890;120;-98;0;175;;;;;;;;;;
1953;120;-95;0;152;;;;;;;;;;
2016;120;-93;0;152;;;;;;;;;;
2079;120;-91;0;152;;;;;;;;;;
2142;120;-87;0;152;;;;;;;;;;
2205;120;-85;0;152;;;;;;;;;;
2268;120;-83;0;152;;;;;;;;;;
2331;120;-80;0;173;;;;;;;;;;
2394;120;-75;0;173;;;;;;;;;;
2457;120;-73;0;173;;;;;;;;;;
2520;120;-70;0;173;;;;;;;;;;
2583;120;-68;0;173;;;;;;;;;;
2646;120;-62;0;222;;;;;;;;;;
2709;120;-58;0;222;;;;;;;;;;
2772;120;-55;0;222;;;;;;;;;;
2835;120;-52;0;222;;;;;;;;;;
2898;120;-45;0;198;;;;;;;;;;
2961;120;-42;0;198;;;;;;;;;;
3024;120;-39;0;198;;;;;;;;;;
3087;120;-35;0;198;;;;;;;;;;
3150;120;-29;0;198;;;;;;;;;;
3213;120;-26;0;191;;;;;;;;;;
3276;120;-23;0;191;;;;;;;;;;
3339;120;-17;0;191;;;;;;;;;;
3402;120;-14;0;191;;;;;;;;;;
3465;120;-11;0;191;;;;;;;;;;
3528;120;-8;0;164;;;;;;;;;;
3591;120;-3;0;164;;;;;;;;;;
3654;120;-1;0;164;;;;;;;;;;
3717;120;1;0;164;;;;;;;;;;
3780;120;4;0;164;;;;;;;;;;
3843;120;9;0;166;;;;;;;;;;
3906;120;11;0;166;;;;;;;;;;
3969;120;14;0;166;;;;;;;;;;
4032;120;16;0;166;;;;;;;;;;
4095;120;21;0;156;;;;;;;;;;
4158;120;23;0;156;;;;;;;;;;
4221;120;25;0;156;;;;;;;;;;
4284;120;27;0;156;;;;;;;;;;
4347;120;29;0;156;;;;;;;;;;
4410;120;34;0;156;;;;;;;;;;
4473;120;36;0;150;;;;;;;;;;
4536;120;38;0;150;;;;;;;;;;
4599;120;40;0;150;;;;;;;;;;
4662;120;44;0;150;;;;;;;;;;
4725;120;46;0;150;;;;;;;;;;
4788;120;48;0;132;;;;;;;;;;
4851;120;51;0;132;;;;;;;;;;
4914;120;53;0;132;;;;;;;;;;
4977;120;55;0;132;;;;;;;;;;
5040;120;56;0;132;;;;;;;;;;
5103;120;58;0;134;;;;;;;;;;
5166;120;61;0;134;;;;;;;;;;
5229;120;63;0;134;;;;;;;;;;
5292;120;65;0;134;;;;;;;;;;
5355;120;67;0;134;;;;;;;;;;
5418;120;70;0;131;;;;;;;;;;
5481;120;72;0;131;;;;;;;;;;
5544;120;74;0;131;;;;;;;;;;
5607;120;77;0;131;;;;;;;;;;
5670;120;79;0;121;;;;;;;;;;
5733;120;80;0;121;;;;;;;;;;
5796;120;82;0;121;;;;;;;;;;
5859;120;84;0;121;;;;;;;;;;
5922;120;87;0;121;;;;;;;;;;
5985;120;89;0;109;;;;;;;;;;
6048;120;89;0;109;;;;;;;;;;
6111;120;89;0;109;;;;;;;;;;
6174;120;89;0;109;;;;;;;;;;
6237;120;89;0;109;;;;;;;;;;
6300;120;89;0;150;;;;;;;;;;
6363;120;92;0;150;;;;;;;;;;
6426;120;94;0;150;;;;;;;;;;
6489;120;97;0;150;;;;;;;;;;
6552;120;99;0;150;;;;;;;;;;
6615;120;101;0;150;;;;;;;;;;
6678;120;105;0;144;;;;;;;;;;
6741;120;107;0;144;;;;;;;;;;
6804;120;109;0;144;;;;;;;;;;
6867;120;113;0;144;;;;;;;;;;
6930;120;114;0;27;;;;;;;;;;
6993;120;114;0;27;;;;;;;;;;
7056;120;114;0;27;;;;;;;;;;
7119;120;114;0;27;;;;;;;;;;
7182;120;114;0;27;;;;;;;;;;
7245;120;114;0;0;;;;;;;;;;
7308;120;114;0;0;;;;;;;;;;
7371;120;114;0;0;;;;;;;;;;
7434;120;114;0;0;;;;;;;;;;
7497;120;114;0;0;;;;;;;;;;
7560;120;114;0;57;;;;;;;;;;
7623;120;114;0;57;;;;;;;;;;
7686;120;114;0;57;;;;;;;;;;
7749;120;114;0;57;;;;;;;;;;
7812;120;114;0;57;;;;;;;;;;
7875;120;114;0;62;;;;;;;;;;
7938;120;114;0;62;;;;;;;;;;
8001;120;114;0;62;;;;;;;;;;
8064;120;114;0;62;;;;;;;;;;
8127;120;114;0;72;;;;;;;;;;
8190;120;114;0;72;;;;;;;;;;
8253;120;114;0;72;;;;;;;;;;
8316;120;114;0;72;;;;;;;;;;
8379;120;114;0;72;;;;;;;;;;
8442;120;114;0;71;;;;;;;;;;
8505;120;114;0;71;;;;;;;;;;
8568;120;114;0;71;;;;;;;;;;
8631;120;114;0;71;;;;;;;;;;
8694;120;114;0;71;;;;;;;;;;
8757;120;114;0;71;;;;;;;;;;
8820;120;114;0;91;;;;;;;;;;
8883;120;114;0;91;;;;;;;;;;
8946;120;114;0;91;;;;;;;;;;
9009;120;114;0;91;;;;;;;;;;
9072;120;114;0;91;;;;;;;;;;
9135;120;114;0;40;;;;;;;;;;
9198;120;114;-41;40;;;;;;;;;;
9261;120;114;-41;40;;;;;;;;;;
9324;120;114;-41;40;;;;;;;;;;
9387;120;114;-41;0;;;;;;;;;;
9450;120;114;-41;0;;;;;;;;;;
9513;120;114;-75;0;;;;;;;;;;
9576;120;114;-75;0;;;;;;;;;;
9639;120;114;-75;-34;;;;;;;;;;
9702;120;114;-75;-34;;;;;;;;;;
9765;120;114;-75;-34;;;;;;;;;;
9828;120;114;-82;-34;;;;;;;;;;
9891;120;114;-82;-34;;;;;;;;;;
9954;120;114;-82;-48;;;;;;;;;;
10017;120;114;-82;-48;;;;;;;;;;
10080;120;114;-82;-48;;;;;;;;;;
10143;119;114;-117;-48;;;;;;;;;;
10206;116;114;-117;-56;;;;;;;;;;
10269;115;114;-117;-56;;;;;;;;;;
10332;113;114;-117;-56;;;;;;;;;;
10395;112;114;-117;-56;;;;;;;;;;
10458;108;114;-140;-56;;;;;;;;;;
10521;106;114;-140;-60;;;;;;;;;;
10584;104;114;-140;-60;;;;;;;;;;
10647;102;114;-140;-60;;;;;;;;;;
10710;98;114;-37;-60;;;;;;;;;;
10773;98;114;-37;-60;;;;;;;;;;
10836;98;114;-37;-60;;;;;;;;;;
10899;98;112;-37;-140;;;;;;;;;;
10962;98;108;-37;-140;;;;;;;;;;
11025;98;106;-37;-140;;;;;;;;;;
11088;98;103;-49;-140;;;;;;;;;;
11151;98;101;-49;-97;;;;;;;;;;
11214;98;101;-49;-97;;;;;;;;;;
11277;98;101;-49;-97;;;;;;;;;;
11340;98;101;-100;-97;;;;;;;;;;
11403;98;101;-100;-97;;;;;;;;;;
11466;98;100;-100;-112;;;;;;;;;;
11529;98;98;-100;-112;;;;;;;;;;
11592;98;95;-100;-112;;;;;;;;;;
11655;97;94;-127;-112;;;;;;;;;;
11718;95;92;-127;-112;;;;;;;;;;
11781;94;92;-127;-96;;;;;;;;;;
11844;92;92;-127;-96;;;;;;;;;;
11907;90;92;-127;-96;;;;;;;;;;
11970;87;92;-117;-96;;;;;;;;;;
12033;86;92;-117;-96;;;;;;;;;;
12096;84;92;-117;-67;;;;;;;;;;
12159;83;92;-117;-67;;;;;;;;;;
12222;80;92;-117;-67;;;;;;;;;;
12285;78;92;-86;-67;;;;;;;;;;
12348;78;92;-86;-67;;;;;;;;;;
12411;78;91;-86;-156;;;;;;;;;;
12474;78;87;-86;-156;;;;;;;;;;
12537;78;85;-86;-156;;;;;;;;;;
12600;78;83;-93;-156;;;;;;;;;;
12663;78;79;-93;-82;;;;;;;;;;
12726;78;79;-93;-82;;;;;;;;;;
12789;78;79;-93;-82;;;;;;;;;;
12852;78;79;-93;-82;;;;;;;;;;
12915;78;79;-108;-82;;;;;;;;;;
12978;78;79;-108;-82;;;;;;;;;;
13041;78;79;-108;-108;;;;;;;;;;
13104;78;79;-108;-108;;;;;;;;;;
13167;78;79;-108;-108;;;;;;;;;;
13230;78;79;-107;-108;;;;;;;;;;
13293;78;79;-107;-108;;;;;;;;;;
13356;78;77;-107;-144;;;;;;;;;;
13419;78;73;-107;-144;;;;;;;;;;
13482;78;71;-107;-144;;;;;;;;;;
13545;77;69;-115;-144;;;;;;;;;;
13608;76;67;-115;-144;;;;;;;;;;
13671;73;66;-115;-76;;;;;;;;;;
13734;71;66;-115;-76;;;;;;;;;;
13797;69;66;-101;-76;;;;;;;;;;
13860;69;66;-101;-76;;;;;;;;;;
13923;69;66;-101;-88;;;;;;;;;;
13986;69;66;-101;-88;;;;;;;;;;
14049;69;66;-101;-88;;;;;;;;;;
14112;69;66;-101;-88;;;;;;;;;;
14175;69;66;-96;-88;;;;;;;;;;
14238;69;66;-96;-130;;;;;;;;;;
14301;69;64;-96;-130;;;;;;;;;;
14364;69;62;-96;-130;;;;;;;;;;
14427;68;59;-138;-130;;;;;;;;;;
14490;67;57;-138;-130;;;;;;;;;;
14553;65;56;-138;-78;;;;;;;;;;
14616;63;56;-138;-78;;;;;;;;;;
14679;59;56;-138;-78;;;;;;;;;;
14742;57;56;-113;-78;;;;;;;;;;
14805;55;56;-113;-78;;;;;;;;;;
14868;54;56;-113;-100;;;;;;;;;;
14931;51;56;-113;-100;;;;;;;;;;
14994;50;56;-113;-100;;;;;;;;;;
15057;48;56;-113;-100;;;;;;;;;;
15120;47;56;-89;-100;;;;;;;;;;
15183;47;54;-89;-144;;;;;;;;;;
15246;47;52;-89;-144;;;;;;;;;;
15309;47;50;-89;-144;;;;;;;;;;
15372;47;48;-89;-144;;;;;;;;;;
15435;47;44;-96;-144;;;;;;;;;;
15498;47;43;-96;-83;;;;;;;;;;
15561;47;43;-96;-83;;;;;;;;;;
15624;47;43;-96;-83;;;;;;;;;;
15687;47;43;-96;-83;;;;;;;;;;
15750;45;43;-126;-83;;;;;;;;;;
15813;44;43;-126;-110;;;;;;;;;;
15876;42;43;-126;-110;;;;;;;;;;
15939;38;43;-126;-110;;;;;;;;;;
16002;37;43;-126;-110;;;;;;;;;;
16065;35;43;-115;-110;;;;;;;;;;
16128;34;42;-115;-153;;;;;;;;;;
16191;31;38;-115;-153;;;;;;;;;;
16254;29;36;-115;-153;;;;;;;;;;
16317;27;34;-115;-153;;;;;;;;;;
16380;26;32;-77;-153;;;;;;;;;;
16443;26;30;-77;-106;;;;;;;;;;
16506;26;30;-77;-106;;;;;;;;;;
16569;26;30;-77;-106;;;;;;;;;;
16632;26;30;-77;-106;;;;;;;;;;
16695;26;30;-97;-127;;;;;;;;;;
16758;26;28;-97;-127;;;;;;;;;;
16821;26;26;-97;-127;;;;;;;;;;
16884;26;25;-97;-127;;;;;;;;;;
16947;26;21;-129;-127;;;;;;;;;;
17010;25;19;-129;-98;;;;;;;;;;
17073;23;19;-129;-98;;;;;;;;;;
17136;21;19;-129;-98;;;;;;;;;;
17199;18;19;-129;-98;;;;;;;;;;
17262;16;19;-113;-98;;;;;;;;;;
17325;15;19;-113;-110;;;;;;;;;;
17388;13;19;-113;-110;;;;;;;;;;
17451;10;19;-113;-110;;;;;;;;;;
17514;9;19;-113;-110;;;;;;;;;;
17577;7;19;-113;-110;;;;;;;;;;
17640;7;19;-73;-110;;;;;;;;;;
17703;7;16;-73;-138;;;;;;;;;;
17766;7;14;-73;-138;;;;;;;;;;
17829;7;12;-73;-138;;;;;;;;;;
17892;7;10;-73;-138;;;;;;;;;;
17955;7;7;-86;-82;;;;;;;;;;
18018;7;7;-86;-82;;;;;;;;;;
18081;7;7;-86;-82;;;;;;;;;;
18144;7;7;-86;-82;;;;;;;;;;
18207;7;7;-98;-82;;;;;;;;;;
18270;7;7;-98;-98;;;;;;;;;;
18333;7;7;-98;-98;;;;;;;;;;
18396;7;7;-98;-98;;;;;;;;;;
18459;7;7;-98;-98;;;;;;;;;;
18522;7;7;-107;-98;;;;;;;;;;
18585;7;7;-107;-135;;;;;;;;;;
18648;7;5;-107;-135;;;;;;;;;;
18711;7;1;-107;-135;;;;;;;;;;
18774;7;0;-107;-135;;;;;;;;;;
18837;7;-2;-103;-135;;;;;;;;;;
18900;7;-6;-103;-87;;;;;;;;;;
18963;7;-6;-103;-87;;;;;;;;;;
19026;7;-6;-103;-87;;;;;;;;;;
19089;7;-6;-103;-87;;;;;;;;;;
19152;7;-6;-102;-87;;;;;;;;;;
19215;7;-6;-102;-114;;;;;;;;;;
19278;7;-8;-102;-114;;;;;;;;;;
19341;7;-9;-102;-114;;;;;;;;;;
19404;7;-12;-118;-114;;;;;;;;;;
19467;5;-14;-118;-114;;;;;;;;;;
19530;4;-15;-118;-96;;;;;;;;;;
19593;2;-15;-118;-96;;;;;;;;;;
19656;1;-15;-118;-96;;;;;;;;;;
19719;-1;-15;-118;-96;;;;;;;;;;
19782;-3;-15;-128;-96;;;;;;;;;;
19845;-5;-15;-128;-96;;;;;;;;;;
19908;-8;-15;-128;-103;;;;;;;;;;
19971;-10;-15;-128;-103;;;;;;;;;;
20034;-11;-15;-128;-103;;;;;;;;;;
20097;-13;-15;-128;-103;;;;;;;;;;
20160;-17;-16;-125;-125;;;;;;;;;;
20223;-18;-18;-125;-125;;;;;;;;;;
20286;-20;-20;-125;-125;;;;;;;;;;
20349;-23;-23;-125;-125;;;;;;;;;;
20412;-23;-23;-125;-125;;;;;;;;;;
20475;-27;-26;-123;-94;;;;;;;;;;
20538;-29;-26;-123;-94;;;;;;;;;;
20601;-30;-26;-123;-94;;;;;;;;;;
20664;-34;-26;-123;-94;;;;;;;;;;
20727;-35;-26;-113;-94;;;;;;;;;;
20790;-37;-26;-113;-117;;;;;;;;;;
20853;-40;-29;-113;-117;;;;;;;;;;
20916;-41;-31;-113;-117;;;;;;;;;;
20979;-43;-32;-113;-117;;;;;;;;;;
21042;-44;-34;-94;-117;;;;;;;;;;
21105;-44;-35;-94;-109;;;;;;;;;;
21168;-44;-35;-94;-109;;;;;;;;;;
21231;-44;-35;-94;-109;;;;;;;;;;
21294;-44;-35;-94;-109;;;;;;;;;;
21357;-44;-35;-77;-119;;;;;;;;;;
21420;-44;-37;-77;-119;;;;;;;;;;
21483;-44;-38;-77;-119;;;;;;;;;;
21546;-44;-41;-77;-119;;;;;;;;;;
21609;-44;-41;-77;-119;;;;;;;;;;
21672;-45;-44;-117;-109;;;;;;;;;;
21735;-47;-44;-117;-109;;;;;;;;;;
21798;-48;-44;-117;-109;;;;;;;;;;
21861;-51;-44;-117;-109;;;;;;;;;;
21924;-53;-44;-117;-109;;;;;;;;;;
21987;-54;-44;-113;-109;;;;;;;;;;
